gene,log2FC,p,fdr
ITGA3,-1.7356725916738789,0.0010631292532096034,0.07845489221118207
TMPRSS2,1.5780347291452834,0.0010638453750260383,0.07845489221118207
TRIB2,-2.5456931505879457,0.0010668425343054774,0.07845540288620723
LRRC61,-2.207258708848456,0.0010697790535191996,0.07845540288620723
RAB11FIP4,2.7166469519858794,0.0010740021380313963,0.07846317280712518
COL5A2,3.493359203173908,0.001081204807538278,0.07846317280712518
HS3ST1,-6.858238082502164,0.0010815872305541916,0.07846317280712518
ASB2,-3.4438963745858584,0.0010823552276483634,0.07846317280712518
ADAMTS10,-2.191515757775578,0.0010878655327593578,0.07846317280712518
SLC22A23,1.320301334496813,0.0010901181042421012,0.07846317280712518
ARC,1.9793719979994346,0.0010906306928431377,0.07846317280712518
SFMBT2,-1.7887272641432137,0.0011030863974804427,0.07914420697369844
DUSP15,2.056302396057876,0.0011103761046503723,0.07945191181248272
MICAL2,-2.9101625804555766,0.0011243226278950958,0.0801746245425888
MAPK8IP3,-0.9392755376986255,0.0011265329680771683,0.0801746245425888
CYP2S1,-1.8300621089373479,0.0011402238708032393,0.08093143962336664
CYP2B7P,-4.872247888123446,0.0011456984346510297,0.08110258304113907
KCNMA1,-1.2716378944908602,0.0011500097353255674,0.08119068731398506
LINC01123,-1.3617417267425829,0.0011562650724504734,0.0813073579622788
SLC14A1,-6.748488925217448,0.001168930965075592,0.0813073579622788
DNAJC22,-1.2329071852350895,0.0011690884559981474,0.0813073579622788
ST8SIA4,-6.002806198506604,0.0011707689742549378,0.0813073579622788
IGFBP6,-2.6935272307084785,0.0011716967542147213,0.0813073579622788
ATF7IP2,0.44365668351098364,0.0011722140501003579,0.0813073579622788
CNTNAP3B,-1.399400656948897,0.0011757888198506805,0.0813073579622788
MROH6,1.5073829966490226,0.0011770740161675724,0.0813073579622788
SUSD1,-1.439467572502867,0.0011814439210160311,0.0813073579622788
MMRN1,5.860949542810317,0.0011869601499531768,0.0813073579622788
ID4,1.336249146407095,0.0011872863800540033,0.0813073579622788
OSBPL3,1.040449011316369,0.0011909002899541258,0.0813073579622788
ZNF8,-0.7502697025178957,0.001192614350801998,0.0813073579622788
ASB4,-7.4291032306530775,0.0011993561373252711,0.0813073579622788
TESC,2.9800364482876818,0.001201969165493491,0.0813073579622788
LOC101927919,-2.8596212810451487,0.0012042459548218796,0.0813073579622788
CSF1,-2.1157111367416945,0.0012055737929739148,0.0813073579622788
NPAS2,-3.3579416372137274,0.001206942084199266,0.0813073579622788
ZNF576,-0.5137669491280565,0.0012151762358231929,0.08165429148075896
SH3PXD2B,-1.0374239722513767,0.0012227498635083895,0.08168555066393789
COL11A1,3.8051866284265436,0.001226060873235548,0.08168555066393789
CXCL6,-2.9052503612993585,0.0012267543568063336,0.08168555066393789
ASPHD2,2.3830063062366413,0.0012315172018485991,0.08168555066393789
C2orf48,-0.6612149724886027,0.001232877974820039,0.08168555066393789
CYP46A1,4.4848992993418015,0.0012349341971802726,0.08168555066393789
CLU,-1.7294002218418179,0.0012416735172117131,0.08168555066393789
KRT80,-3.5380753367625797,0.0012424926852350748,0.08168555066393789
TPPP3,-1.8057444108248397,0.0012434098930148051,0.08168555066393789
GAS6-AS2,2.3246111263435942,0.0012619135052735063,0.0826959407230596
